first_currency;second_currency;UNIX timestamp;open;high;low;close;volume
BTC;USDT;1,53481E+12;6477.53;6530;6220;6254.84;49435.6
BTC;USDT;1,5349E+12;6251;6500;6235.08;6480;41569.9
BTC;USDT;1,53498E+12;6479.98;6882.54;6251.2;6360.89;77909.4
BTC;USDT;1,53507E+12;6362.57;6576.99;6342.28;6525.01;40358.2
BTC;USDT;1,53516E+12;6525;6725;6440.5;6681.64;38305.7
BTC;USDT;1,53524E+12;6686.98;6789;6650.61;6733.64;19220.5
BTC;USDT;1,53533E+12;6733.64;6775.27;6568;6700;20107.3
BTC;USDT;1,53541E+12;6700;6940.51;6646.5;6908.64;37747.1
BTC;USDT;1,5355E+12;6907.26;7135;6860;7076.11;48352.9
BTC;USDT;1,53559E+12;7077;7133.81;6912.34;7031.22;43252.5
BTC;USDT;1,53567E+12;7033.21;7063.63;6784.81;6984.84;44716.8
BTC;USDT;1,53576E+12;6984.84;7089;6888;7011.21;40467.4
BTC;USDT;1,53585E+12;7011.21;7275;7008.74;7200.01;40323.4
BTC;USDT;1,53593E+12;7201.57;7345.45;7127;7302.01;39814.8
BTC;USDT;1,53602E+12;7302;7338.28;7191.63;7263.02;32396
BTC;USDT;1,53611E+12;7263;7410;7227.17;7359.06;35300.6
BTC;USDT;1,53619E+12;7359.05;7397.3;6682;6700;63715.3
BTC;USDT;1,53628E+12;6697.27;6725;6265;6516.01;60644.5
BTC;USDT;1,53636E+12;6516.84;6544;6320;6395.54;38906.3
BTC;USDT;1,53645E+12;6395.54;6478;6111;6185.05;38215
BTC;USDT;1,53654E+12;6185.06;6441;6141.53;6250.81;37053.9
BTC;USDT;1,53662E+12;6252.26;6373.98;6221;6312;32439.5
BTC;USDT;1,53671E+12;6311.99;6404;6169.68;6294.91;33104.9
BTC;USDT;1,5368E+12;6293;6360;6192.37;6338.62;31433.6
BTC;USDT;1,53688E+12;6338.62;6535;6337.4;6487.38;40465.1
BTC;USDT;1,53697E+12;6487.39;6584.99;6385.62;6476.63;37173.3
BTC;USDT;1,53706E+12;6476.63;6565.45;6466.13;6514.96;25243.7
BTC;USDT;1,53714E+12;6514.96;6524.62;6370;6505;27568.1
BTC;USDT;1,53723E+12;6500.08;6533.84;6201;6248.69;35987.3
BTC;USDT;1,53732E+12;6248.69;6390;6224.98;6336.45;32620.9
BTC;USDT;1,5374E+12;6336.39;6517.7;6123;6391.89;39044.1
BTC;USDT;1,53749E+12;6392;6540;6325;6492;25189
BTC;USDT;1,53757E+12;6492;6784.86;6491;6759.02;51779.3
BTC;USDT;1,53766E+12;6759.01;6839.03;6627;6723.05;29349.7
BTC;USDT;1,53775E+12;6723.05;6788.23;6661.75;6708;30286.2
BTC;USDT;1,53783E+12;6706.81;6730;6557;6581.39;35305.7
BTC;USDT;1,53792E+12;6581.42;6584.01;6325.02;6447.54;40301
BTC;USDT;1,53801E+12;6445.11;6557.99;6379.7;6465.12;33484.5
BTC;USDT;1,53809E+12;6467.84;6750;6434;6689.13;33087.4
BTC;USDT;1,53818E+12;6689.12;6814.8;6540.88;6634.58;42399.4
BTC;USDT;1,53827E+12;6634.58;6636;6464.57;6596.38;30256
BTC;USDT;1,53835E+12;6597.66;6662;6533;6626.57;27764.7
BTC;USDT;1,53844E+12;6626.57;6667.09;6510;6611.61;20621.5
BTC;USDT;1,53852E+12;6610;6640;6494;6525.79;28245.8
BTC;USDT;1,53861E+12;6525.79;6549;6430;6510;28452
BTC;USDT;1,5387E+12;6510.01;6643.46;6505.09;6593.79;20074.3
BTC;USDT;1,53878E+12;6591.69;6697;6543.08;6635.65;16096.6
BTC;USDT;1,53887E+12;6635.65;6651;6566.77;6594.27;10939.5
BTC;USDT;1,53896E+12;6596.44;6640;6525;6615.26;17406.8
BTC;USDT;1,53904E+12;6615.26;6715.6;6587;6673.01;23123.4
BTC;USDT;1,53913E+12;6673.01;6685.38;6607;6656.61;15354.8
BTC;USDT;1,53922E+12;6656.67;6659.95;6530;6631;15390.7
BTC;USDT;1,5393E+12;6630.21;6633.92;6205;6252.68;48712.4
BTC;USDT;1,53939E+12;6252.71;6360;6209;6298.01;29004.1
BTC;USDT;1,53948E+12;6298;6345;6285.07;6332.93;19098.1
BTC;USDT;1,53956E+12;6332.92;6416;6308;6339.34;15627.4
BTC;USDT;1,53965E+12;6339.34;7680;6300;6752.5;90748
BTC;USDT;1,53973E+12;6752.5;6900;6670;6759.27;27558
BTC;USDT;1,53982E+12;6762.76;6811.12;6676.01;6740.89;26641.4
BTC;USDT;1,53991E+12;6739.01;6796;6567;6618.96;20116.5
BTC;USDT;1,53999E+12;6618.96;6648.14;6523;6528.88;20772.6
BTC;USDT;1,54008E+12;6528.88;6617.65;6505.55;6588.4;19240.7
BTC;USDT;1,54017E+12;6585.72;6663.9;6580;6590.11;6515.36
BTC;USDT;1,54025E+12;6590.12;6639;6535.27;6581.2;16213.7
BTC;USDT;1,54034E+12;6581.2;6595;6515.45;6553.51;13856.6
BTC;USDT;1,54043E+12;6553.51;6630;6547.53;6565.5;11951.5
BTC;USDT;1,54051E+12;6566.81;6575.09;6502.8;6528.09;10342.7
BTC;USDT;1,5406E+12;6528.13;6600;6515.01;6538.63;9443.5
BTC;USDT;1,54068E+12;6538.63;6558.35;6463.04;6505.6;7776.91
BTC;USDT;1,54077E+12;6505.6;6514.17;6453;6489.93;5743.93
BTC;USDT;1,54086E+12;6489.93;6505.01;6315;6344.5;13827.2
BTC;USDT;1,54094E+12;6344.5;6395;6317.01;6330.87;8877.18
BTC;USDT;1,54103E+12;6330.01;6428;6245.02;6371.93;12148.9
BTC;USDT;1,54112E+12;6369.52;6442.65;6348.66;6410;9099.04
BTC;USDT;1,5412E+12;6410;6460.34;6388.2;6433.98;9739.44
BTC;USDT;1,54129E+12;6432.8;6439.97;6345;6387.09;7661.24
BTC;USDT;1,54138E+12;6388;6525;6359;6485.85;10592.4
BTC;USDT;1,54146E+12;6485.85;6504.39;6431.02;6468.99;8987.88
BTC;USDT;1,54155E+12;6468.99;6531.31;6445.18;6519.11;11926.6
BTC;USDT;1,54164E+12;6522.73;6615.15;6509;6578.46;14271.6
BTC;USDT;1,54172E+12;6578.46;6594;6468.22;6479.84;13259.8
BTC;USDT;1,54181E+12;6479.84;6511.53;6391.01;6419.99;11787.6
BTC;USDT;1,54189E+12;6419.99;6475.55;6411;6433.05;7714.83
BTC;USDT;1,54198E+12;6435.16;6462.14;6355;6449.81;8213.51
BTC;USDT;1,54207E+12;6450.71;6497;6421;6453.07;10132.8
BTC;USDT;1,54215E+12;6451.68;6498;6391.15;6457.66;11790.6
BTC;USDT;1,54224E+12;6458.98;6482.84;5656.87;5922.41;46479
BTC;USDT;1,54233E+12;5917.2;5939.54;5403.42;5753.4;47700.8
BTC;USDT;1,54241E+12;5757.09;5782.89;5549.25;5655.94;38721.8
BTC;USDT;1,5425E+12;5650.57;5656.6;5565.43;5628.29;26411.2
BTC;USDT;1,54259E+12;5630.49;5738.17;5617;5662;23845
BTC;USDT;1,54267E+12;5661.94;5664;4855;4910.03;70580.9
BTC;USDT;1,54276E+12;4913.4;5048.24;4326;4558.86;117381
BTC;USDT;1,54284E+12;4559.91;4787.2;4413.85;4661.07;61071.8
BTC;USDT;1,54293E+12;4661.08;4721.77;4335;4370;34531.1
BTC;USDT;1,54302E+12;4370.9;4484;4222.94;4420.61;49371.9
BTC;USDT;1,5431E+12;4415.63;4527;3824.69;3932.44;61693.1
BTC;USDT;1,54319E+12;3933.68;4233;3652.66;4085.78;101694
BTC;USDT;1,54328E+12;4088.69;4206;3701;3862.2;94503.8
BTC;USDT;1,54336E+12;3864.45;3940;3689.12;3875.21;67480.6
BTC;USDT;1,54345E+12;3875.63;4394.47;3874.27;4264.85;91983.6
BTC;USDT;1,54354E+12;4262.06;4450.38;4125.65;4295.84;73980.2
BTC;USDT;1,54362E+12;4295.72;4341.36;3943;4041.32;67758.4
BTC;USDT;1,54371E+12;4041.27;4299.99;3963.01;4190.02;44840.1
BTC;USDT;1,5438E+12;4190.98;4312.99;4103.04;4161.01;38912.2
BTC;USDT;1,54388E+12;4160.55;4179;3827;3884.01;49094.4
BTC;USDT;1,54397E+12;3884.76;4085;3781;3951.64;48489.6
BTC;USDT;1,54405E+12;3950.98;3970;3745;3769.84;44004.8
BTC;USDT;1,54414E+12;3768.44;3899.99;3500;3508.75;68378.8
BTC;USDT;1,54423E+12;3508.75;3549.99;3224.6;3403.55;95145.5
BTC;USDT;1,54431E+12;3403.57;3495;3222;3410.93;55365.9
BTC;USDT;1,5444E+12;3411.36;3658;3394.04;3545.37;45956.9
BTC;USDT;1,54449E+12;3548.49;3610;3370.11;3432.88;40989.2
BTC;USDT;1,54457E+12;3434.01;3480;3324.32;3380.39;35920.9
BTC;USDT;1,54466E+12;3379.23;3492;3350;3445;33922.9
BTC;USDT;1,54475E+12;3446.38;3460;3255.5;3302.06;40040.9
BTC;USDT;1,54483E+12;3302.06;3335.39;3177;3224.17;44493
BTC;USDT;1,54492E+12;3225.19;3276.5;3156.26;3211.72;29796
BTC;USDT;1,545E+12;3211.71;3294;3186;3228.67;24628.8
BTC;USDT;1,54509E+12;3229.22;3585;3216;3509.08;66761.8
BTC;USDT;1,54518E+12;3509.03;3678.59;3424.47;3652.98;61369.6
BTC;USDT;1,54526E+12;3653;3912.73;3622.55;3662.22;94137.3
BTC;USDT;1,54535E+12;3660.01;4120;3635;4049.62;101544
BTC;USDT;1,54544E+12;4051.86;4139.99;3764;3838.66;82343.9
BTC;USDT;1,54552E+12;3840.25;3979;3785;3948.91;42822.4
BTC;USDT;1,54561E+12;3948.91;4021.53;3870;3929.71;40117.5
BTC;USDT;1,5457E+12;3929.71;4198;3924.83;4008.01;64647.8
BTC;USDT;1,54578E+12;4010.11;4020;3646.41;3745.79;62725.6
BTC;USDT;1,54587E+12;3745.56;3837.15;3656.74;3777.74;42629.4
BTC;USDT;1,54596E+12;3777.74;3813.98;3535;3567.91;44097.4
BTC;USDT;1,54604E+12;3567.89;3887.25;3540.04;3839.26;45964.3
BTC;USDT;1,54613E+12;3839;3892;3670;3695.32;38874.4
BTC;USDT;1,54621E+12;3696.71;3903.5;3657.9;3801.91;33222.4
BTC;USDT;1,5463E+12;3803.12;3810;3630.33;3702.9;29991.8
BTC;USDT;1,54639E+12;3701.23;3810.16;3642;3797.14;23741.7
BTC;USDT;1,54647E+12;3796.45;3882.14;3750.45;3858.56;35156.5
BTC;USDT;1,54656E+12;3857.57;3862.74;3730;3766.78;29406.9
BTC;USDT;1,54665E+12;3767.2;3823.64;3703.57;3792.01;29519.6
BTC;USDT;1,54673E+12;3790.09;3840.99;3751;3770.96;30490.7
BTC;USDT;1,54682E+12;3771.12;4027.71;3740;3987.6;36553.8
BTC;USDT;1,54691E+12;3987.62;4017.9;3921.53;3975.45;31869.8
BTC;USDT;1,54699E+12;3976.76;4069.8;3903;3955.13;38901.4
BTC;USDT;1,54708E+12;3955.45;4006.81;3930.04;3966.65;28989.4
BTC;USDT;1,54716E+12;3966.06;3996.01;3540;3585.88;59402.2
BTC;USDT;1,54725E+12;3585.88;3658;3465;3601.31;38338.7
BTC;USDT;1,54734E+12;3601.31;3618.19;3530;3583.13;21999.9
BTC;USDT;1,54742E+12;3584.1;3611.1;3441.3;3476.81;26385.8
BTC;USDT;1,54751E+12;3477.56;3671.87;3467.02;3626.09;35235.2
BTC;USDT;1,5476E+12;3626.08;3648.42;3516.62;3553.06;34138
BTC;USDT;1,54768E+12;3553.06;3645;3543.51;3591.84;27480.2
BTC;USDT;1,54777E+12;3591.84;3634.7;3530.39;3616.21;29755.4
BTC;USDT;1,54786E+12;3613.32;3620;3565.75;3594.87;22713.4
BTC;USDT;1,54794E+12;3594.87;3720;3594.23;3665.3;22171.6
BTC;USDT;1,54803E+12;3665.75;3693.73;3475;3539.28;27901.9
BTC;USDT;1,54812E+12;3539.26;3559.51;3475.5;3526.9;19644.4
BTC;USDT;1,5482E+12;3526.88;3608.5;3434.85;3570.93;29336.4
BTC;USDT;1,54829E+12;3570.41;3607.98;3514.5;3552.82;24938.8
BTC;USDT;1,54837E+12;3552.97;3589;3529.22;3569.62;20826.3
BTC;USDT;1,54846E+12;3569.07;3587.15;3522.51;3565.29;17608.3
BTC;USDT;1,54855E+12;3566.69;3662.94;3545;3565.25;19476.5
BTC;USDT;1,54863E+12;3565.62;3579;3486;3550.84;22735.6
BTC;USDT;1,54872E+12;3550.05;3557.75;3380.27;3434.15;40405.1
BTC;USDT;1,54881E+12;3434;3443.45;3349.92;3411.04;29544.9
BTC;USDT;1,54889E+12;3410.04;3478;3387.1;3458.18;23968.3
BTC;USDT;1,54898E+12;3457.5;3489.2;3418.8;3434.1;29607.2
BTC;USDT;1,54907E+12;3434.1;3488;3401.2;3462.07;25260.5
BTC;USDT;1,54915E+12;3462.2;3526.4;3440.29;3504.77;17920.8
BTC;USDT;1,54924E+12;3504.06;3511.09;3426;3458.11;19867.3
BTC;USDT;1,54932E+12;3458.11;3484.88;3433.31;3463.22;23132
BTC;USDT;1,54941E+12;3463.22;3478.97;3448.43;3471.59;25264.4
BTC;USDT;1,5495E+12;3471.57;3482.72;3380;3405.37;35310.2
BTC;USDT;1,54958E+12;3407;3426.45;3390;3398.4;18665.5
BTC;USDT;1,54967E+12;3398.4;3733.58;3373.1;3659.04;47968.1
BTC;USDT;1,54976E+12;3660.27;3680.02;3625.13;3665.18;24759.8
BTC;USDT;1,54984E+12;3665.18;3684.99;3609.76;3680.06;23250.6
BTC;USDT;1,54993E+12;3679.75;3684.9;3615.53;3631.05;24954.6
BTC;USDT;1,55002E+12;3631.05;3667.6;3582.34;3631.46;29479.6
BTC;USDT;1,5501E+12;3631.51;3670;3591.75;3609.4;25774
BTC;USDT;1,55019E+12;3608.34;3626.4;3568.11;3590.56;21753.5
BTC;USDT;1,55028E+12;3590.57;3653.23;3573.45;3602.47;20777.9
BTC;USDT;1,55036E+12;3602.49;3648.2;3597.91;3618.41;19566
BTC;USDT;1,55045E+12;3617.22;3700.11;3604.4;3667.58;25690.2
BTC;USDT;1,55053E+12;3667.62;3925;3655;3898.6;64042.7
BTC;USDT;1,55062E+12;3897.35;3994.52;3856;3907.79;50207.2
BTC;USDT;1,55071E+12;3907.35;3986.98;3870.66;3969.74;36205.1
BTC;USDT;1,55079E+12;3969.74;4016.48;3901.03;3937.31;31103.9
BTC;USDT;1,55088E+12;3937.31;3988;3926.65;3962;23943.2
BTC;USDT;1,55097E+12;3962;4162.02;3933.15;4117.76;33657.9
BTC;USDT;1,55105E+12;4118;4198;3712.66;3743.56;62224.2
BTC;USDT;1,55114E+12;3743.56;3872.66;3740;3827.92;38103
BTC;USDT;1,55123E+12;3828.44;3841.51;3777;3809.23;28838.7
BTC;USDT;1,55131E+12;3809.31;3838.85;3677.17;3818.07;31501
BTC;USDT;1,5514E+12;3818.04;3888;3763.87;3813.69;32562
BTC;USDT;1,55148E+12;3814.26;3857;3813.01;3823;23174.6
BTC;USDT;1,55157E+12;3822.17;3841.31;3772.25;3819.93;19445.8
BTC;USDT;1,55166E+12;3819.97;3835;3781.32;3807.75;16718.2
BTC;USDT;1,55174E+12;3807.32;3830;3670.69;3715.3;34742.8
BTC;USDT;1,55183E+12;3716.1;3877.1;3703.55;3857.73;32962.5
BTC;USDT;1,55192E+12;3857.58;3907;3813.09;3861.84;24775.1
BTC;USDT;1,552E+12;3861.84;3905.4;3840.4;3873.64;26455.3
BTC;USDT;1,55209E+12;3873.63;3932;3800;3864.89;34730.4
BTC;USDT;1,55218E+12;3864.88;3971.75;3854.75;3943.04;30979.7
BTC;USDT;1,55226E+12;3943.43;3943.43;3881.69;3916.82;23187.6
BTC;USDT;1,55235E+12;3915.99;3936.98;3830;3871.61;38066.9
BTC;USDT;1,55244E+12;3871.61;3905.2;3826.06;3882.73;26921
BTC;USDT;1,55252E+12;3882.69;3893.56;3840;3866;24461
BTC;USDT;1,55261E+12;3866;3920;3810.43;3877.12;27048.7
BTC;USDT;1,55269E+12;3877.12;3939.22;3872.2;3923.76;21740.1
BTC;USDT;1,55278E+12;3924.46;4056.98;3921.98;4005.98;28568.4
BTC;USDT;1,55287E+12;4005.98;4012;3950.01;3981.14;18814.3
BTC;USDT;1,55295E+12;3981.85;4037;3953.33;3987.81;22454.5
BTC;USDT;1,55304E+12;3987.83;4031;3970;4015.53;19893.7
BTC;USDT;1,55313E+12;4017.48;4050;3980.5;4043.04;23432.3
BTC;USDT;1,55321E+12;4043.04;4069.32;3880.01;3980.64;35997.7
BTC;USDT;1,5533E+12;3980.85;4008;3968.25;3986.93;20022.6
BTC;USDT;1,55339E+12;3987.89;4018.83;3978.01;4006.01;17302.6
BTC;USDT;1,55347E+12;4006.01;4006.02;3950;3992.18;17179.9
BTC;USDT;1,55356E+12;3991.35;3999.3;3888.71;3936.12;33192.9
BTC;USDT;1,55364E+12;3935.47;3958.98;3894;3948.55;29349.5
BTC;USDT;1,55373E+12;3948.77;4048;3936.15;4038.05;32364.6
BTC;USDT;1,55382E+12;4039.58;4039.7;4002;4027.81;20089.3
BTC;USDT;1,5539E+12;4028.22;4123.71;4024.03;4103.25;30084.2
BTC;USDT;1,55399E+12;4104.24;4140;4052;4106.97;19509.3
BTC;USDT;1,55408E+12;4106.99;4116.12;4082.57;4103.95;13525.1
BTC;USDT;1,55416E+12;4102.44;4158.7;4067;4144.56;25507.1
BTC;USDT;1,55425E+12;4144.54;4897.99;4140.54;4857.29;105384
BTC;USDT;1,55434E+12;4857.19;5275.01;4753.5;4932.6;109890
BTC;USDT;1,55442E+12;4932.59;5039.08;4777;4898.66;61054.3
BTC;USDT;1,55451E+12;4898.64;5028.22;4880.62;5004.95;39768.6
BTC;USDT;1,5546E+12;5004.96;5205;4928.59;5043.89;41770.8
BTC;USDT;1,55468E+12;5042.07;5234;5026;5170.27;37615.5
BTC;USDT;1,55477E+12;5170.27;5305;5039;5236.9;50178.4
BTC;USDT;1,55485E+12;5238.38;5238.4;5076.68;5150;34067
BTC;USDT;1,55494E+12;5150;5422;5135;5308.25;40073.6
BTC;USDT;1,55503E+12;5307.86;5332.67;4927;5017.37;54696.6
BTC;USDT;1,55511E+12;5017.37;5080.58;4861.22;5048.01;33276.7
BTC;USDT;1,5552E+12;5047;5099;5004;5045.22;17292.5
BTC;USDT;1,55529E+12;5047.45;5152.99;5000;5131.3;18281.6
BTC;USDT;1,55537E+12;5131.28;5167.38;4950;5024.95;29057.2
BTC;USDT;1,55546E+12;5024.95;5197.72;5003.94;5173.72;24242.2
BTC;USDT;1,55555E+12;5173.72;5230.4;5146.8;5202.82;23307.5
BTC;USDT;1,55563E+12;5202.41;5287;5198.8;5258.44;22619.2
BTC;USDT;1,55572E+12;5258.44;5320;5175;5258.68;24611.2
BTC;USDT;1,5558E+12;5258.68;5333.42;5230.1;5291.73;19168.9
BTC;USDT;1,55589E+12;5292.91;5314.35;5165;5256.14;25549.6
BTC;USDT;1,55598E+12;5257.41;5400;5208.35;5357.14;29563.9
BTC;USDT;1,55606E+12;5357.14;5600;5332.41;5493.31;41262.1
BTC;USDT;1,55615E+12;5490.91;5582.2;5333.35;5415;48224.2
BTC;USDT;1,55624E+12;5415;5491.84;5102;5219.9;49636.1
BTC;USDT;1,55632E+12;5220.47;5510;5161.62;5314.1;48912.3
BTC;USDT;1,55641E+12;5315;5342.5;5257.67;5295.69;15422.9
BTC;USDT;1,5565E+12;5295.69;5340;5259.48;5307.52;14371.4
BTC;USDT;1,55658E+12;5309.81;5332;5178.8;5238.14;19918.1
BTC;USDT;1,55667E+12;5238.14;5339.98;5192.15;5320.81;22238.1
BTC;USDT;1,55676E+12;5321.94;5402;5316.2;5383.2;17217.5
BTC;USDT;1,55684E+12;5383.2;5538;5370;5492.87;22795.8
BTC;USDT;1,55693E+12;5494.81;5844;5477.57;5772.69;46297.2
BTC;USDT;1,55701E+12;5770.62;5900;5587.45;5829.45;39682.4
BTC;USDT;1,5571E+12;5829.83;5839.9;5696;5775.62;23822.5
BTC;USDT;1,55719E+12;5773.18;5805;5619.14;5747.79;25256.6
BTC;USDT;1,55727E+12;5749.92;6028.41;5747.74;5846.34;39905.1
BTC;USDT;1,55736E+12;5846.34;6014.72;5772.2;5987.29;23074.1
BTC;USDT;1,55745E+12;5986.66;6224.55;5983.71;6209.18;27453
BTC;USDT;1,55753E+12;6209.95;6468.92;6172;6373.33;36623.6
BTC;USDT;1,55762E+12;6375.16;7343.99;6372.85;7076.22;74022.4
BTC;USDT;1,55771E+12;7076.24;7521.78;6750;6967.31;86949
BTC;USDT;1,55779E+12;6968.24;8100;6870;7790.71;85804.7
BTC;USDT;1,55788E+12;7795.62;8366;7599.56;7947.56;76583.7
BTC;USDT;1,55796E+12;7945.26;8249;7850;8169.87;37884.3
BTC;USDT;1,55805E+12;8169.08;8320;7705;7866.59;69630.5
BTC;USDT;1,55814E+12;7868.67;7925;6913;7355.26;88752
BTC;USDT;1,55822E+12;7355.28;7458;7156.61;7257.45;37054.9
BTC;USDT;1,55831E+12;7257.32;8275.09;7243.08;8148.48;65577.4
BTC;USDT;1,5584E+12;8147.94;8156.03;7553;7938.15;65859.2
BTC;USDT;1,55848E+12;7937.16;8042.32;7771;7904.87;52301.8
BTC;USDT;1,55857E+12;7904.48;8016;7465;7628.43;49137
BTC;USDT;1,55866E+12;7627.8;7940.98;7461;7851.51;49648.2
BTC;USDT;1,55874E+12;7849.95;8130;7766;7964.87;46664.8
BTC;USDT;1,55883E+12;7964.52;8091.8;7908.34;8025.41;28414.3
BTC;USDT;1,55892E+12;8023;8740;7833.42;8614.43;49652.1
BTC;USDT;1,559E+12;8612.54;8908.32;8589;8756.32;51886.8
BTC;USDT;1,55909E+12;8752.52;8798.49;8510.63;8715.64;31470.6
BTC;USDT;1,55917E+12;8716.87;8750;8406.6;8645.68;33880.9
BTC;USDT;1,55926E+12;8646.5;9074.26;8005;8269.54;70380
BTC;USDT;1,55935E+12;8267.1;8594;8108.5;8555;44727.5
BTC;USDT;1,55943E+12;8555;8626;8442.36;8544.07;31868.2
BTC;USDT;1,55952E+12;8545.1;8814.78;8524;8725.98;27835.1
BTC;USDT;1,55961E+12;8726;8800.95;8080.8;8115.82;45693
BTC;USDT;1,55969E+12;8115.66;8115.66;7481.02;7687.03;74143.9
BTC;USDT;1,55978E+12;7687.04;7896.7;7572.78;7776.5;48679.7
BTC;USDT;1,55987E+12;7778.08;7868.13;7444.58;7786.7;36624.1
BTC;USDT;1,55995E+12;7787.57;8100;7737.49;7980.53;33942.2
BTC;USDT;1,56004E+12;7978.94;8044.65;7751;7893.62;22657.3
BTC;USDT;1,56012E+12;7895.28;7935;7506.66;7628.13;31568.5
BTC;USDT;1,56021E+12;7627.57;8020;7511;7982.75;36756.1
BTC;USDT;1,5603E+12;7981;8010;7692.23;7884.9;30335
BTC;USDT;1,56038E+12;7884.9;8200;7788.99;8127.64;41597.1
BTC;USDT;1,56047E+12;8127.64;8309.82;8010.03;8218.54;30467.8
BTC;USDT;1,56056E+12;8216.44;8684.41;8144.32;8650;39835.2
BTC;USDT;1,56064E+12;8650.88;8864.99;8567.63;8808.7;31791.6
BTC;USDT;1,56073E+12;8810.77;9333;8760;8953.33;63289.2
BTC;USDT;1,56082E+12;8953;9444;8950;9313.96;47895.5
BTC;USDT;1,5609E+12;9312.13;9336.36;8950;9081.55;51554.6
BTC;USDT;1,56099E+12;9081.97;9304;8960;9255.49;32147.7
BTC;USDT;1,56108E+12;9253.76;9590;9175.2;9517.12;34556.1
BTC;USDT;1,56116E+12;9518.06;10175;9518.06;10159.9;50484.4
BTC;USDT;1,56125E+12;10159.9;11160;9921.72;10729.5;104169
BTC;USDT;1,56133E+12;10729;11392.6;10555.2;10906.1;57445.3
BTC;USDT;1,56142E+12;10906;11143.6;10620.8;11056.6;43101
BTC;USDT;1,56151E+12;11056.6;11850;11026;11820.9;61276.7
BTC;USDT;1,56159E+12;11821.3;13970;11741;13093.8;155930
BTC;USDT;1,56168E+12;13098.4;13478;10525.1;11330;173895
BTC;USDT;1,56177E+12;11330;12480;10982.9;12400.6;95795.2
BTC;USDT;1,56185E+12;12407.1;12441.5;11475;11903.1;69642.1
BTC;USDT;1,56194E+12;11903.1;12180;10766;10854.1;84512.5
BTC;USDT;1,56203E+12;10854.1;11282.3;10030;10624.9;90962.3
BTC;USDT;1,56211E+12;10624.9;10938.8;9727;10842.8;109561
BTC;USDT;1,5622E+12;10845;11991.9;10841;11940;96815.9
BTC;USDT;1,56228E+12;11940;12000;11055;11145.7;66512.2
BTC;USDT;1,56237E+12;11145.7;11406.8;10796.4;10970.7;63534.4
BTC;USDT;1,56246E+12;10982.4;11665;10964.5;11256.5;51469.5
BTC;USDT;1,56254E+12;11256.5;11538;11094.4;11406.2;38884.8
BTC;USDT;1,56263E+12;11410;12338;11220;12238.6;52182.4
BTC;USDT;1,56272E+12;12238.6;12794.7;12068;12543.4;78442.1
BTC;USDT;1,5628E+12;12548.5;13147.1;11569;12108.4;109246
BTC;USDT;1,56289E+12;12108.1;12111.7;11000;11342.9;87506.5
BTC;USDT;1,56298E+12;11342.9;11885;11073;11757.2;56321.9
BTC;USDT;1,56306E+12;11757.2;11800;10830;11355.8;54245.6
BTC;USDT;1,56315E+12;11355.8;11452;10103;10174.2;72517.6
BTC;USDT;1,56324E+12;10174.2;11100;9860;10838.7;81922.4
BTC;USDT;1,56332E+12;10833.8;11028;9350.01;9439.59;97219.4
BTC;USDT;1,56341E+12;9430.17;9957;9060;9667.92;84942.7
BTC;USDT;1,56349E+12;9668.86;10788;9252;10627.2;80283.3
BTC;USDT;1,56358E+12;10628.6;10769.7;10121.8;10504.3;56546.9
BTC;USDT;1,56367E+12;10505.8;11069;10350;10740.2;47331.9
BTC;USDT;1,56375E+12;10740.3;10817.9;10288;10589.5;38834.3
BTC;USDT;1,56384E+12;10590.2;10683.2;10100;10340.3;40468
BTC;USDT;1,56393E+12;10343.1;10344;9822;9864.91;47624.4
BTC;USDT;1,56401E+12;9864.78;9937;9525;9763.28;43475.4
BTC;USDT;1,5641E+12;9763.4;10175;9720.03;9879.87;37873.4
BTC;USDT;1,56419E+12;9882.15;9889.98;9637;9824;27167.5
BTC;USDT;1,56427E+12;9824;10188.7;9333;9476.52;43809.8
BTC;USDT;1,56436E+12;9478.92;9594.99;9165;9541.54;29401
BTC;USDT;1,56444E+12;9541.54;9729;9395;9507.64;29021.9
BTC;USDT;1,56453E+12;9509.07;9714.28;9402;9574.21;32536.4
BTC;USDT;1,56462E+12;9575;10109.8;9555;10080.5;39515.4
BTC;USDT;1,5647E+12;10080.5;10467.9;9863.46;10375;41727.6
BTC;USDT;1,56479E+12;10375;10670;10281.3;10523.8;42990.4
BTC;USDT;1,56488E+12;10523.8;10904.8;10497.9;10816.9;33802.3
BTC;USDT;1,56496E+12;10816.9;11040;10552;10929.2;39924.7
BTC;USDT;1,56505E+12;10930;11937.5;10927.8;11828.8;65153.7
BTC;USDT;1,56514E+12;11830;12330.7;11226.7;11481.7;76705.4
BTC;USDT;1,56522E+12;11481.7;12141.2;11382.8;11975;69173.4
BTC;USDT;1,56531E+12;11975;12060;11521;11999.8;51207.3
BTC;USDT;1,5654E+12;11994.2;12045.7;11700;11880;39427.2
BTC;USDT;1,56548E+12;11880;11985;11270;11309.3;42633.1
BTC;USDT;1,56557E+12;11309.2;11600;11112.1;11550;26772.9
BTC;USDT;1,56565E+12;11539.1;11577.9;11235.3;11396.1;17568.2
BTC;USDT;1,56574E+12;11398.3;11456.2;10788.5;10892.7;33234.7
BTC;USDT;1,56583E+12;10893.4;10897.5;9928.1;10050.4;54451.8
BTC;USDT;1,56591E+12;10055.2;10460;9911;10293.9;38174.4
