Date;MarketCap;TradeVolume;ClosePrice
03/01/2016;6470200000;984186000;430.198
04/01/2016;6522330000;1021960000;433.534
05/01/2016;6502630000;758209000;432.115
06/01/2016;6870160000;1637950000;456.434
08/01/2016;6847660000;1501740000;454.696
09/01/2016;6738600000;1361100000;447.207
11/01/2016;6757700000;1182730000;448.349
12/01/2016;6721030000;888589000;445.792
13/01/2016;6516500000;1584490000;432.12
14/01/2016;6474580000;1266300000;429.243
15/01/2016;5519410000;1576730000;365.912
16/01/2016;5806910000;1710580000;384.813
17/01/2016;5830190000;1476290000;386.356
18/01/2016;5814810000;1357700000;385.132
19/01/2016;5723770000;1157110000;379.015
20/01/2016;6161650000;1484720000;407.815
22/01/2016;5700900000;1626850000;377.21
23/01/2016;5889250000;755379000;389.641
24/01/2016;6094930000;1458280000;403.056
25/01/2016;5934200000;1332190000;392.326
26/01/2016;5937440000;1231350000;392.456
27/01/2016;5968220000;1023660000;394.491
28/01/2016;5745540000;1144820000;379.552
29/01/2016;5737400000;1378220000;378.912
30/01/2016;5709050000;926767000;376.921
31/01/2016;5623170000;1028400000;371.041
02/02/2016;5652530000;669492000;372.868
03/02/2016;5891020000;1068490000;388.376
05/02/2016;5852740000;1099200000;385.733
06/02/2016;5690250000;979578000;374.905
07/02/2016;5701240000;551083000;375.517
08/02/2016;5636120000;542257000;371.136
09/02/2016;5679900000;465479000;373.909
10/02/2016;5771370000;814091000;379.829
11/02/2016;5731000000;503979000;377.058
12/02/2016;5818750000;658159000;382.72
13/02/2016;5937410000;740172000;390.424
14/02/2016;6076720000;1388200000;399.379
16/02/2016;6194280000;1111800000;407.013
17/02/2016;6345580000;1296170000;416.85
18/02/2016;6417050000;1445220000;421.422
19/02/2016;6387330000;601898000;419.377
20/02/2016;6720210000;1385250000;441.12
21/02/2016;6684030000;1506910000;438.65
22/02/2016;6672480000;1166710000;437.803
23/02/2016;6407180000;1465080000;420.302
24/02/2016;6452420000;1457410000;423.187
25/02/2016;6514160000;58325300;427.029
27/02/2016;6593660000;595151000;432.139
28/02/2016;6669540000;1847220000;436.919
29/02/2016;0;0;0
01/03/2016;6586090000;2515780000;431.371
02/03/2016;6482860000;2052410000;424.485
03/03/2016;6418410000;2737850000;420.171
04/03/2016;6255530000;2408870000;409.408
05/03/2016;6071170000;2766260000;397.241
06/03/2016;6189870000;2521760000;404.912
07/03/2016;6326260000;2361080000;413.74
08/03/2016;6299330000;1845170000;411.877
09/03/2016;6307800000;1705210000;412.319
10/03/2016;6417920000;2440380000;419.299
12/03/2016;6289330000;2292020000;410.801
13/03/2016;6316590000;1845650000;412.495
14/03/2016;6350180000;1803880000;414.585
15/03/2016;6367980000;2111130000;415.641
16/03/2016;6383500000;1895640000;416.544
17/03/2016;6413410000;1743170000;418.4
18/03/2016;6259670000;2438770000;408.28
19/03/2016;6237400000;1764840000;406.739
20/03/2016;6317810000;1440330000;411.882
21/03/2016;6389480000;2041040000;416.36
23/03/2016;6417380000;1985260000;418.076
24/03/2016;6384530000;1933830000;415.743
26/03/2016;6401150000;1604210000;416.715
27/03/2016;6535260000;2326290000;425.349
28/03/2016;6497120000;2155190000;422.756
29/03/2016;6388030000;2681870000;415.547
30/03/2016;6344200000;2387280000;412.597
31/03/2016;6388090000;1432300000;415.366
01/04/2016;6411000000;447338000;416.754
02/04/2016;6457350000;633704000;419.67
03/04/2016;6435350000;429477000;418.185
04/04/2016;6456960000;525612000;419.437
05/04/2016;6508050000;541558000;422.651
06/04/2016;6494390000;527136000;421.656
07/04/2016;6486920000;593937000;421.076
08/04/2016;6448380000;727874000;418.474
09/04/2016;6413010000;791270000;416.145
10/04/2016;6492840000;484837000;421.133
11/04/2016;6516850000;710471000;422.584
12/04/2016;6573880000;1182170000;426.181
13/04/2016;6546120000;785801000;424.269
14/04/2016;6558070000;616491000;424.932
15/04/2016;6637310000;841701000;429.966
16/04/2016;6653840000;743887000;430.941
17/04/2016;6610500000;528908000;428.027
18/04/2016;6619390000;549298000;428.506
19/04/2016;6742480000;674541000;436.37
20/04/2016;6830010000;1101670000;441.916
21/04/2016;6973350000;1340300000;451.083
22/04/2016;6919440000;1244400000;447.488
23/04/2016;6987980000;835075000;451.818
24/04/2016;7114860000;1609960000;459.923
25/04/2016;7123690000;1607300000;460.466
26/04/2016;7240800000;1278130000;467.856
27/04/2016;6885300000;1344100000;444.789
28/04/2016;6957890000;1497340000;449.381
29/04/2016;7070940000;683292000;456.566
30/04/2016;6938340000;577837000;447.903
01/05/2016;7012820000;394606000;452.592
02/05/2016;6888910000;679795000;444.488
03/05/2016;6980740000;460397000;450.3
04/05/2016;6933270000;430681000;447.119
05/05/2016;6962980000;547921000;448.922
06/05/2016;7161800000;892003000;461.62
07/05/2016;7126740000;418352000;459.248
08/05/2016;7129140000;640880000;459.283
09/05/2016;7169400000;892533000;461.747
10/05/2016;6993800000;1121090000;450.326
11/05/2016;7024150000;672525000;452.179
12/05/2016;7065410000;697010000;454.731
13/05/2016;7086940000;489812000;456.007
14/05/2016;7080710000;540603000;455.503
15/05/2016;7118620000;514728000;457.837
16/05/2016;7074390000;649625000;454.893
17/05/2016;7037630000;456209000;452.422
18/05/2016;7054120000;382814000;453.371
19/05/2016;6855770000;626926000;440.539
20/05/2016;6878430000;644225000;441.888
21/05/2016;6899540000;382670000;443.147
22/05/2016;6831900000;369987000;438.675
23/05/2016;6903990000;378979000;443.175
24/05/2016;6945850000;423918000;445.769
25/05/2016;6998830000;593929000;449.055
26/05/2016;7073260000;772902000;453.732
27/05/2016;7388720000;1609920000;473.864
28/05/2016;8243120000;2308850000;528.545
29/05/2016;8182390000;2265760000;524.624
30/05/2016;8335580000;1027240000;534.224
31/05/2016;8293340000;976889000;531.407
01/06/2016;8416290000;864208000;539.168
02/06/2016;8413010000;655602000;538.832
03/06/2016;8908570000;947550000;570.445
04/06/2016;8958400000;1014760000;573.526
05/06/2016;8975650000;980649000;574.476
06/06/2016;9151380000;850291000;585.563
07/06/2016;9033840000;995596000;577.911
08/06/2016;9117710000;625927000;583.139
09/06/2016;9033590000;570785000;577.607
10/06/2016;9060940000;574508000;579.228
11/06/2016;9352960000;567638000;597.747
12/06/2016;10512800000;2134840000;671.712
13/06/2016;11025600000;1929370000;704.292
14/06/2016;10740400000;1295620000;685.932
15/06/2016;10857200000;1111650000;693.227
16/06/2016;11991500000;2295280000;765.463
17/06/2016;11742900000;2089120000;749.419
18/06/2016;11861500000;1639980000;756.8
19/06/2016;11978500000;1440150000;764.046
20/06/2016;11512900000;1274260000;734.162
21/06/2016;10430800000;2616450000;664.997
22/06/2016;9286120000;2116430000;591.895
23/06/2016;9779540000;2950730000;623.206
24/06/2016;10381300000;2819570000;661.417
25/06/2016;10456800000;2165370000;666.057
26/06/2016;9882100000;1973410000;629.306
27/06/2016;10182700000;1893450000;648.3
28/06/2016;10162300000;1557750000;646.843
29/06/2016;10016800000;1478190000;637.437
30/06/2016;10556300000;1557450000;671.616
01/07/2016;10654900000;1520650000;677.71
02/07/2016;10897300000;1369570000;693.047
03/07/2016;10456000000;1980750000;664.745
04/07/2016;10678100000;1647220000;678.701
05/07/2016;10504800000;1363650000;667.531
06/07/2016;10639200000;1193300000;675.919
07/07/2016;10054300000;2122560000;638.62
08/07/2016;10483600000;1407420000;665.745
09/07/2016;10298800000;1734640000;653.87
10/07/2016;10244100000;1043960000;650.321
11/07/2016;10225500000;969356000;649.07
12/07/2016;10571300000;1085660000;670.948
13/07/2016;10370700000;930971000;658.15
14/07/2016;10394300000;907126000;659.576
15/07/2016;10491700000;915531000;665.687
16/07/2016;10458500000;583921000;663.501
17/07/2016;10694400000;878702000;678.391
18/07/2016;10638800000;951137000;674.787
19/07/2016;10636200000;721148000;674.557
20/07/2016;10579100000;718486000;670.893
21/07/2016;10493500000;651737000;665.364
22/07/2016;10269400000;744993000;651.09
23/07/2016;10338800000;749951000;655.423
24/07/2016;10425400000;628153000;660.849
25/07/2016;10326500000;571898000;654.519
26/07/2016;10276900000;704329000;651.31
27/07/2016;10345900000;701731000;655.618
28/07/2016;10351200000;590272000;655.89
29/07/2016;10375300000;498459000;657.342
30/07/2016;10332200000;381261000;654.549
31/07/2016;9847090000;1034680000;623.746
01/08/2016;9564060000;1099190000;605.747
02/08/2016;8165920000;1868910000;517.135
03/08/2016;8960480000;2497220000;567.381
04/08/2016;9107190000;1656260000;576.604
05/08/2016;9099340000;730358000;576.034
06/08/2016;9283770000;781499000;587.635
07/08/2016;9364320000;1119150000;592.667
08/08/2016;9334500000;732938000;590.713
09/08/2016;9249860000;764158000;585.302
10/08/2016;9361030000;787204000;592.267
11/08/2016;9288490000;332762000;587.614
12/08/2016;9272430000;332148000;586.53
13/08/2016;9241010000;528917000;584.469
14/08/2016;9024980000;800709000;570.737
15/08/2016;8978510000;689576000;567.734
16/08/2016;9145340000;665472000;578.223
17/08/2016;9039240000;509829000;571.462
18/08/2016;9053050000;448163000;572.268
19/08/2016;9073410000;404402000;573.492
20/08/2016;9208300000;449091000;581.946
21/08/2016;9187910000;397849000;580.587
22/08/2016;9262300000;391991000;585.218
23/08/2016;9212470000;602217000;582.004
24/08/2016;9148400000;366733000;577.888
25/08/2016;9121220000;401309000;576.116
26/08/2016;9153630000;338222000;578.104
27/08/2016;9003730000;445312000;568.575
28/08/2016;9083220000;339737000;573.529
29/08/2016;9068120000;381390000;572.51
30/08/2016;9125720000;414583000;576.08
31/08/2016;9058260000;335484000;571.758
01/09/2016;9056520000;356533000;571.59
02/09/2016;9095190000;378500000;573.963
03/09/2016;9448390000;561497000;596.195
04/09/2016;9647700000;884434000;608.689
05/09/2016;9616260000;618185000;606.644
06/09/2016;9681340000;560341000;610.684
07/09/2016;9740200000;597124000;614.326
08/09/2016;9917920000;1600700000;625.468
09/09/2016;9862630000;850138000;621.912
10/09/2016;9881940000;586796000;623.059
11/09/2016;9601740000;1228660000;605.315
12/09/2016;9611120000;973866000;605.831
13/09/2016;9625200000;699782000;606.645
14/09/2016;9654570000;619105000;608.425
15/09/2016;9610610000;549080000;605.584
16/09/2016;9627040000;546586000;606.553
17/09/2016;9609020000;531090000;605.344
18/09/2016;9664860000;1306050000;608.795
19/09/2016;9663030000;1272960000;608.618
20/09/2016;9650620000;953214000;607.769
21/09/2016;9462410000;1589140000;595.84
22/09/2016;9449410000;994984000;594.959
23/09/2016;9560530000;1471660000;601.893
24/09/2016;9551880000;1136050000;601.273
25/09/2016;9522040000;1074110000;599.311
26/09/2016;9630960000;1917750000;606.097
27/09/2016;9602130000;1448430000;604.208
28/09/2016;9592870000;1023330000;603.555
29/09/2016;9611120000;1291140000;604.638
30/09/2016;9669700000;1177410000;608.258
01/10/2016;9763090000;1673870000;614.06
02/10/2016;9705300000;1018350000;610.359
03/10/2016;9731860000;767820000;611.961
04/10/2016;9689790000;817051000;609.242
05/10/2016;9729060000;915039000;611.636
06/10/2016;9719790000;714619000;610.98
07/10/2016;9804220000;1104540000;616.219
08/10/2016;9810490000;793016000;616.534
09/10/2016;9781270000;901840000;614.624
10/10/2016;9777010000;1274170000;614.314
11/10/2016;10198300000;2996980000;640.7
12/10/2016;10118500000;2475620000;635.616
13/10/2016;10103600000;2099760000;634.622
14/10/2016;10161300000;1671560000;638.18
15/10/2016;10146900000;1644480000;637.209
16/10/2016;10195300000;1454060000;640.186
17/10/2016;10153200000;1187160000;637.482
18/10/2016;10122300000;2024280000;635.465
19/10/2016;10011300000;1955780000;628.438
20/10/2016;10013900000;1803190000;628.542
21/10/2016;10033900000;1283400000;629.719
22/10/2016;10391500000;3522950000;652.088
23/10/2016;10353400000;3643530000;649.626
24/10/2016;10340800000;3212770000;648.766
25/10/2016;10403500000;2499430000;652.634
26/10/2016;10735400000;4850800000;673.417
27/10/2016;10896000000;5041480000;683.372
28/10/2016;10963500000;5069540000;687.559
29/10/2016;11409400000;6838400000;715.41
30/10/2016;11121100000;5824290000;697.277
31/10/2016;11143000000;6861250000;698.576
01/11/2016;11713700000;4549460000;734.164
03/11/2016;10947500000;10469100000;686.061
04/11/2016;11236400000;2146200000;704.023
06/11/2016;11367000000;2676520000;712.126
07/11/2016;11271900000;3299750000;706.093
08/11/2016;11318700000;3071820000;708.94
09/11/2016;11515500000;4364280000;721.177
10/11/2016;11389800000;3237460000;713.214
11/11/2016;11429900000;3576470000;715.643
12/11/2016;11241600000;6291880000;703.76
13/11/2016;11220200000;3720280000;702.346
14/11/2016;11279500000;5335750000;705.55
15/11/2016;11847700000;9936150000;740.899
17/11/2016;11810500000;5475860000;738.48
18/11/2016;11970900000;3987710000;748.426
19/11/2016;12004000000;3235130000;750.41
20/11/2016;11652600000;5039280000;728.371
21/11/2016;11784000000;3192820000;736.505
22/11/2016;11971100000;3267220000;748.122
23/11/2016;11861200000;3775380000;741.166
24/11/2016;11792000000;3798900000;736.749
25/11/2016;11816700000;2481660000;738.204
26/11/2016;11652200000;2688070000;727.758
28/11/2016;11719000000;2451730000;731.842
29/11/2016;11890100000;4489070000;742.359
30/11/2016;0;0;0
01/12/2016;12062800000;5522490000;753.055
02/12/2016;12354400000;4613960000;771.171
03/12/2016;12254500000;2869020000;764.834
04/12/2016;12280500000;3517010000;766.369
05/12/2016;12055600000;3552860000;752.24
06/12/2016;12160400000;3256990000;758.693
07/12/2016;12245800000;2603950000;763.915
08/12/2016;12323600000;2683310000;768.675
09/12/2016;12343500000;3111830000;769.841
10/12/2016;12320800000;5508380000;768.232
12/12/2016;12485900000;6313690000;778.432
13/12/2016;12484200000;2821130000;778.215
14/12/2016;12444700000;1558760000;775.891
15/12/2016;12444400000;1345900000;775.573
16/12/2016;12538200000;1764680000;781.338
17/12/2016;12660600000;1759610000;788.878
18/12/2016;12655000000;1469510000;788.441
19/12/2016;12683400000;1102830000;790.116
20/12/2016;12838900000;1894270000;799.721
21/12/2016;13799900000;7952520000;859.366
23/12/2016;14728700000;5647400000;917.099
24/12/2016;14366500000;4022250000;894.337
26/12/2016;14501000000;4809310000;902.606
27/12/2016;14928700000;4597860000;929.115
28/12/2016;15702300000;4906010000;977.14
29/12/2016;15617000000;3796960000;971.721
30/12/2016;15445400000;4381000000;960.925
31/12/2016;15537900000;3381570000;966.569
01/01/2017;16046000000;3470830000;998.05
02/01/2017;16387900000;4444830000;1019.2
03/01/2017;16652700000;4399420000;1035.53
04/01/2017;15934900000;12102800000;990.667
06/01/2017;14382300000;10713200000;894.032
07/01/2017;14481200000;7496630000;900.079
08/01/2017;14611800000;4735050000;908.085
09/01/2017;14513500000;4072690000;901.879
10/01/2017;14577700000;3216810000;905.759
11/01/2017;12624100000;5258600000;784.278
12/01/2017;12869600000;3344900000;799.427
13/01/2017;13274800000;1860270000;824.499
14/01/2017;13169100000;1204480000;817.825
15/01/2017;13341400000;831361000;828.31
17/01/2017;14564800000;1316830000;904.153
18/01/2017;14451400000;875858000;896.89
20/01/2017;14366000000;613796000;891.459
21/01/2017;14822800000;683491000;919.677
22/01/2017;14810400000;830202000;918.779
23/01/2017;14814100000;467023000;918.907
24/01/2017;14281800000;378666000;885.789
25/01/2017;14407400000;381951000;893.474
26/01/2017;14762000000;58349400;915.36
27/01/2017;14811200000;49029300;918.287
28/01/2017;14844500000;21882200;920.245
29/01/2017;14860100000;30166000;920.991
31/01/2017;15624600000;101775000;968.266
01/02/2017;15922500000;92784100;986.573
02/02/2017;16276800000;93269600;1008.4
03/02/2017;16392300000;138411000;1015.44
04/02/2017;16687700000;99014100;1033.63
05/02/2017;16420100000;75284600;1016.93
06/02/2017;16544200000;73413600;1024.51
07/02/2017;16981000000;89525300;1051.5
08/02/2017;17045300000;164317000;1055.3
09/02/2017;16028600000;155061000;992.111
11/02/2017;16334600000;61189100;1010.95
12/02/2017;16098600000;75754100;996.104
14/02/2017;16326900000;79285700;1010.1
15/02/2017;16309000000;38398000;1008.88
16/02/2017;16731500000;66797100;1034.9
17/02/2017;17083600000;93994100;1056.56
18/02/2017;17118300000;55001100;1058.58
19/02/2017;17038000000;37478400;1053.5
20/02/2017;17500500000;55971700;1082.02
21/02/2017;18202300000;157174000;1125.41
22/02/2017;18168300000;99272500;1123.31
23/02/2017;19108700000;303445000;1180.87
25/02/2017;18601900000;118187000;1149.4
26/02/2017;19110700000;89353600;1180.67
27/02/2017;19314400000;87503100;1193.13
28/02/2017;19271400000;139855000;1190.33
01/03/2017;19875000000;105587000;1227.48
02/03/2017;20437800000;174318000;1262.08
03/03/2017;20884900000;152485000;1289.54
04/03/2017;20551300000;121629000;1268.81
05/03/2017;20673900000;62090200;1276.23
06/03/2017;19978900000;213974000;1233.06
08/03/2017;18629300000;248575000;1149.63
09/03/2017;17829400000;417087000;1100.01
11/03/2017;19147500000;169071000;1181.2
12/03/2017;19950000000;104613000;1230.56
13/03/2017;20158200000;131404000;1243.26
14/03/2017;20214000000;86807300;1246.56
15/03/2017;20409300000;72764000;1258.46
16/03/2017;19743600000;137593000;1217.31
17/03/2017;17423400000;283989000;1074.09
18/03/2017;15606400000;342885000;961.962
19/03/2017;16606700000;177388000;1023.49
20/03/2017;18058100000;150016000;1112.7
22/03/2017;16877600000;188848000;1039.84
23/03/2017;16705900000;82048800;1029.14
24/03/2017;15261300000;161802000;940.021
25/03/2017;15672800000;190451000;965.265
26/03/2017;15499500000;130491000;954.477
27/03/2017;16932400000;138288000;1042.61
28/03/2017;16968800000;127644000;1044.72
29/03/2017;16871400000;121169000;1038.62
30/03/2017;16757800000;102439000;1031.49
31/03/2017;17519600000;133287000;1078.27
01/04/2017;17634800000;87750400;1085.25
02/04/2017;0;80231500;1098.07
03/04/2017;18517900000;131765000;1139.31
04/04/2017;18539100000;108223000;1140.5
05/04/2017;18408700000;87439600;1132.34
06/04/2017;19416800000;128309000;1194.21
07/04/2017;19347100000;90840200;1189.78
08/04/2017;19227100000;43899700;1182.27
09/04/2017;19316200000;41151400;1187.7
10/04/2017;19691000000;76050200;1210.52
11/04/2017;19955600000;78899700;1226.62
12/04/2017;19822300000;83573400;1218.3
13/04/2017;19106900000;131396000;1174.21
14/04/2017;19263100000;92892200;1183.69
15/04/2017;19210600000;53325300;1180.32
16/04/2017;19310200000;36294400;1186.31
17/04/2017;19618900000;83379600;1205.14
18/04/2017;19823500000;85025800;1217.58
19/04/2017;19958300000;71343800;1225.72
20/04/2017;20419400000;112476000;1253.9
21/04/2017;20439600000;91517300;1254.99
22/04/2017;20355300000;84061200;1249.67
23/04/2017;20327800000;84420600;1247.84
24/04/2017;20364300000;70514400;1249.96
25/04/2017;20579800000;93017200;1263.05
26/04/2017;20977700000;121915000;1287.32
27/04/2017;21697100000;134994000;1331.31
28/04/2017;21534600000;161418000;1321.2
29/04/2017;21643200000;86320600;1327.69
30/04/2017;22007600000;86247200;1349.89
01/05/2017;22964700000;217760000;1408.44
02/05/2017;23518900000;189161000;1442.24
03/05/2017;24231900000;206155000;1485.82
04/05/2017;24455900000;335017000;1499.36
05/05/2017;24567400000;324315000;1506.04
06/05/2017;25252100000;135507000;1547.81
07/05/2017;25419600000;149859000;1557.88
08/05/2017;26655100000;276145000;1633.38
09/05/2017;27748400000;383923000;1700.18
10/05/2017;28521000000;288566000;1747.32
11/05/2017;29527300000;313353000;1808.78
12/05/2017;27767500000;248020000;1700.77
13/05/2017;28602800000;246697000;1751.73
14/05/2017;28867400000;124979000;1767.71
15/05/2017;27702000000;231040000;1696.13
16/05/2017;28034600000;218205000;1716.31
17/05/2017;29477800000;271656000;1804.45
18/05/2017;30868500000;230138000;1889.41
19/05/2017;32237100000;279849000;1972.9
20/05/2017;33393500000;274198000;2043.42
21/05/2017;33568100000;264478000;2053.88
22/05/2017;34479500000;580031000;2109.4
23/05/2017;37479400000;389402000;2292.7
24/05/2017;40025100000;555024000;2448.13
25/05/2017;38704000000;889791000;2366.97
26/05/2017;36997900000;716012000;2262.36
27/05/2017;34066400000;683120000;2082.84
28/05/2017;36305900000;401864000;2219.49
29/05/2017;37402600000;312368000;2286.27
30/05/2017;35466800000;335746000;2167.64
31/05/2017;38113000000;416350000;2329.08
01/06/2017;39868400000;438587000;2436.04
02/06/2017;41152700000;292796000;2514.23
03/06/2017;41949700000;304804000;2562.54
04/06/2017;41854100000;254470000;2556.41
05/06/2017;44563700000;334412000;2721.55
07/06/2017;44484400000;717932000;2716.06
09/06/2017;46149900000;393210000;2817.06
10/06/2017;48127400000;354694000;2937.45
11/06/2017;49382400000;350197000;3013.71
12/06/2017;44267400000;792436000;2701.25
13/06/2017;44844700000;410084000;2736.19
14/06/2017;41033800000;565476000;2503.4
15/06/2017;40072900000;845675000;2444.49
16/06/2017;41213900000;404682000;2513.81
17/06/2017;44002000000;386716000;2683.57
18/06/2017;42262800000;320439000;2577.22
19/06/2017;42971500000;307738000;2620.14
20/06/2017;45562000000;461720000;2777.79
21/06/2017;44569600000;447107000;2717
22/06/2017;44704000000;273815000;2724.91
23/06/2017;44920300000;187781000;2737.75
24/06/2017;42966700000;314564000;2618.42
25/06/2017;42781400000;320081000;2606.86
26/06/2017;40837900000;540038000;2488.19
27/06/2017;41550800000;518735000;2531.35
28/06/2017;42279500000;351206000;2575.44
29/06/2017;42057300000;239853000;2561.68
30/06/2017;40897700000;210111000;2490.75
01/07/2017;40066500000;207555000;2439.82
02/07/2017;41365200000;226784000;2518.55
03/07/2017;42326000000;304599000;2576.71
04/07/2017;42894200000;274901000;2611
05/07/2017;42837000000;238311000;2607.22
06/07/2017;42931300000;175366000;2612.67
07/07/2017;41236100000;260711000;2509.22
08/07/2017;42128200000;178183000;2563.2
09/07/2017;41409800000;117876000;2519.22
10/07/2017;38856300000;387542000;2363.52
11/07/2017;38703500000;420715000;2353.91
12/07/2017;39258200000;314834000;2387.33
13/07/2017;38884500000;233042000;2364.32
14/07/2017;36658400000;320113000;2228.73
15/07/2017;33447100000;463942000;2033.29
16/07/2017;31704200000;480772000;1927.1
17/07/2017;35890000000;495171000;2181.29
18/07/2017;37911900000;729320000;2303.89
19/07/2017;37434600000;577643000;2274.62
20/07/2017;45540600000;1277990000;2766.83
21/07/2017;43755800000;856654000;2658.07
22/07/2017;46136300000;631346000;2802.35
23/07/2017;44977500000;532874000;2731.6
24/07/2017;45308700000;356970000;2751.35
25/07/2017;42224000000;793382000;2563.75
26/07/2017;41300400000;583046000;2507.39
27/07/2017;43645400000;438391000;2649.44
28/07/2017;46111600000;1248800000;2798.83
29/07/2017;44819800000;862355000;2720.1
30/07/2017;45158100000;373176000;2740.32
31/07/2017;47322600000;438126000;2871.37
01/08/2017;45126000000;745401000;2737.76
02/08/2017;44473200000;412594000;2697.85
03/08/2017;45788800000;339105000;2777.37
04/08/2017;46925100000;368080000;2845.9
05/08/2017;53382200000;1066260000;3237.07
06/08/2017;52607100000;489419000;3189.73
07/08/2017;55367400000;695547000;3356.71
08/08/2017;56260700000;803020000;3410.45
09/08/2017;54954300000;638923000;3330.9
10/08/2017;55570400000;424604000;3367.91
11/08/2017;58789000000;641330000;3562.59
12/08/2017;62715300000;988460000;3800.14
13/08/2017;66405100000;1549520000;4023.25
14/08/2017;68927800000;1089630000;4175.7
15/08/2017;68500200000;1908430000;4149.31
16/08/2017;70376600000;1755710000;4262.56
17/08/2017;70778800000;1774250000;4286.92
18/08/2017;67671500000;1515070000;4097.69
19/08/2017;67968700000;1710080000;4115.21
20/08/2017;66092700000;551799000;4001.23
21/08/2017;65008200000;712635000;3935.23
22/08/2017;66221500000;1402350000;4008.42
23/08/2017;67231700000;801748000;4069.08
24/08/2017;68859900000;686856000;4167.29
25/08/2017;69404000000;689332000;4199.89
26/08/2017;68147100000;401970000;4123.51
27/08/2017;68038500000;348607000;4116.47
28/08/2017;69694700000;652038000;4216.24
29/08/2017;72641900000;864726000;4394.06
30/08/2017;75292500000;674337000;4553.81
31/08/2017;77767800000;675647000;4702.94
01/09/2017;80428300000;909131000;4863.19
02/09/2017;75367300000;1475100000;4556.6
03/09/2017;76631100000;1007170000;4632.46
04/09/2017;71425000000;1554590000;4317.19
05/09/2017;73598200000;1626970000;4447.88
06/09/2017;75996500000;1060030000;4592.25
07/09/2017;75883500000;669893000;4584.82
08/09/2017;70933800000;1477980000;4285.21
09/09/2017;70287400000;787822000;4245.61
10/09/2017;68424800000;997140000;4132.66
11/09/2017;68968700000;771493000;4164.98
12/09/2017;68415100000;1062540000;4130.96
13/09/2017;64328700000;1545430000;3883.65
14/09/2017;51366100000;1950940000;3100.67
15/09/2017;59446200000;3308100000;3587.94
16/09/2017;59757600000;1399780000;3606.28
17/09/2017;58889800000;846880000;3553.43
18/09/2017;66500700000;1282810000;4012.29
19/09/2017;64629600000;942656000;3898.93
20/09/2017;63957200000;676074000;3858.02
21/09/2017;60152800000;913652000;3628.06
22/09/2017;60061800000;767838000;3622.18
23/09/2017;62411300000;578068000;3763.41
24/09/2017;60907200000;429544000;3672.31
25/09/2017;64137400000;800311000;3866.71
26/09/2017;63915400000;544391000;3852.94
27/09/2017;68589300000;936452000;4134.21
28/09/2017;68609500000;852500000;4134.88
29/09/2017;68544200000;829225000;4130.42
30/09/2017;71329300000;720251000;4297.79
01/10/2017;72162500000;682387000;4347.58
02/10/2017;72763900000;738469000;4383.33
03/10/2017;71707100000;760686000;4319.07
04/10/2017;70260000000;573369000;4231.46
05/10/2017;71244400000;713161000;4290.38
06/10/2017;72202600000;623864000;4347.55
07/10/2017;73165800000;468192000;4405.02
08/10/2017;75788900000;771225000;4562.32
09/10/2017;79061000000;1128810000;4758.72
10/10/2017;79249600000;1134290000;4769.48
11/10/2017;79896700000;836738000;4807.93
12/10/2017;88609500000;2084910000;5331.62
13/10/2017;93253800000;3174150000;5610.49
14/10/2017;94406000000;2311780000;5679.22
15/10/2017;94500200000;1665370000;5684.05
16/10/2017;95258500000;1060240000;5728.93
17/10/2017;93855800000;1106800000;5643.86
18/10/2017;93017300000;2100240000;5592.78
19/10/2017;94752500000;1229470000;5696.38
20/10/2017;99030700000;1843080000;5952.77
21/10/2017;1,01E+11;1763990000;6043.97
22/10/2017;99899300000;1799860000;6003.46
23/10/2017;99188600000;2039340000;5959.98
24/10/2017;92378200000;2240040000;5550.08
25/10/2017;94968000000;1621900000;5704.88
26/10/2017;97947000000;1501050000;5883.05
27/10/2017;96164400000;1332320000;5775.52
28/10/2017;95484500000;892992000;5734.31
29/10/2017;1,02E+11;1942980000;6123.55
30/10/2017;1,02E+11;1307800000;6104.39
31/10/2017;1,12E+11;2095690000;6714.79
02/11/2017;1,18E+11;4363330000;7059.79
03/11/2017;1,21E+11;2826730000;7234.74
04/11/2017;1,23E+11;2043450000;7390.54
05/11/2017;1,24E+11;1942850000;7416.27
06/11/2017;1,18E+11;2653730000;7103.05
07/11/2017;1,19E+11;1830000000;7166.74
08/11/2017;1,24E+11;3478640000;7461.82
09/11/2017;1,2E+11;2330690000;7186.29
10/11/2017;1,11E+11;3886430000;6656.84
11/11/2017;97832200000;6001020000;5866.51
13/11/2017;1,07E+11;4636290000;6423.09
14/11/2017;1,22E+11;2935590000;7297.67
16/11/2017;1,3E+11;3413090000;7814.94
17/11/2017;1,3E+11;3245860000;7783.54
18/11/2017;1,31E+11;2227540000;7827.63
19/11/2017;1,34E+11;1572770000;8011.15
20/11/2017;1,37E+11;1706390000;8220.51
21/11/2017;1,35E+11;2901940000;8114.13
22/11/2017;1,38E+11;1528140000;8257.12
23/11/2017;1,36E+11;1550590000;8117.66
24/11/2017;1,38E+11;2135300000;8278.13
25/11/2017;1,56E+11;3493020000;9342.99
27/11/2017;1,64E+11;3629750000;9831.4
28/11/2017;1,71E+11;3453120000;10257.1
29/11/2017;1,65E+11;10258400000;9875.89
30/11/2017;1,74E+11;7443960000;10406.2
01/12/2017;1,84E+11;5021610000;10995.7
02/12/2017;1,87E+11;3178820000;11162.5
